gmd_name,party_name,these_id,these_politikfeld,polarity,these_title,statement,valuation,explanation
Essen,FDP,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Das generische Maskulinum gilt geschlechtsübergreifend für alle Personen und ist daher gendergerecht. Die von der Stadt Essen benutzte Gendersprache verwendet hingegen massenhaft Rechtschreibfehler, die gegen die Regeln des Rats der deutschen Rechtschreibung verstoßen. Unsere Forderung lautet daher: Die Stadtverwaltung und alle städtischen Gesellschaften haben sich bei jeglicher Kommunikation an die Regeln zur Rechtschreibung zu halten, die der Rat für deutsche Rechtschreibung formuliert."
Essen,DIE LINKE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Sprache schafft Wirklichkeit – deshalb setzen wir uns für gendergerechte Sprache in allen städtischen Dokumenten ein. Sie macht Vielfalt sichtbar, fördert Gleichberechtigung und gehört zu einer modernen, inklusiven Verwaltung."
Bielefeld,FDP,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,
Bielefeld,DIE LINKE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",75,Gendergerechte Sprache ist wichtig und kann ohne weiteres umgesetzt werden.
Bielefeld,GRÜNE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Wir GRÜNE stehen für Gleichberechtigung und Sichtbarkeit aller Geschlechter. Gendergerechte Sprache in offiziellen Dokumenten ist ein Zeichen von Respekt und Anerkennung – gegenüber Frauen, inter, trans und nicht-binären Menschen. Sprache prägt unser Denken. Wer alle anspricht, stärkt Zusammenhalt und Vielfalt in unserer Stadt. Deshalb setzen wir uns für eine inklusive Verwaltungssprache ein."
Bielefeld,Die PARTEI,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,Es gibt deutlich mehr Geschlechter als die CDU sich vorstellen kann. Wenn das mit der Sprache aber zu kompliziert ist aufgrund des heutigen Bildungssystems empfehlen wir das generische Femininum.
Bielefeld,BSW,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Die Genderdebatte ist eine ideologisch aufgeladene Debatte, die an der Realtiät der meisten Menschen vorbei geführt wird. Das BSW unterstützt Positionen, die echte Geschlechterunterschiede aufheben wollen. Diese sollten jedoch nicht durch Scheindebatten ersetzt werden, die die Gesellschaft vielmehr spalten als zusammen zu führen."
Bielefeld,CDU,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",50,Die Verwaltungssprache ist gemäß § 23 Abs. 1 VwVfG Deutsch. In der deutschen Sprache steht das generische Maskulinum im Plural für alle und schließt alle mit ein und ist somit die korrekte „gendergerechte“ Sprache.
Bielefeld,VOLT,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,Volt setzt sich konsequent für gendergerechte Sprache als Zeichen der Gleichbehandlung ein.
Bielefeld,AfD,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Nein. Sog. gendergerechte Sprache bedeutet in der Regel eine Entstellung der deutschen Sprache, die alles andere als wünschenswert ist."
Bielefeld,SPD,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",75,"Wir haben einen Parteitagsbeschluss, in dem wir uns für gendergerechte Sprache einsetzen."
Paderborn,FDP,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"In offiziellen Dokumenten ist es sinnvoller, auf eine klare, verständliche und eindeutige Sprache zu setzen, die nicht durch komplizierte Genderschreibweisen beeinträchtigt wird. Insbesondere vor dem Hintergrund der Inklusion und der Tatsache, dass Ämter verpflichtet sind, die sogenannte Leichte Sprache einzuführen."
Paderborn,VOLT,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",50,"Gendern leistet einen wichtigen Beitrag zur diskriminierungsfreien Sprache. Es soll jedem freigestellt sein, ob er diese Form der Sprache nutzt oder nicht."
Paderborn,SPD,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",50,Die Diskussion um gendergerechte Sprache und Schriftsprache ist gesellschaftlich noch nicht beendet und komplex. Das betrifft auch die konkrete Ausgestaltung der gendergerechten Sprache. Insofern empfehle wir einen pragmatischen und großzügigen Umgang mit dieser Thematik.
Paderborn,AfD,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Die AfD lehnt die Gendersprache in der Verwaltung strikt ab und möchte diese in der Verwaltung abschaffen. Die ideologisierte Kunstsprache gleicht einer durch Ideologen vorangetriebene sprachlichen Verwahrlosung. Die Gendersprache erschwert die Kommunikation und hat in Verwaltungsdokumenten nichts zu suchen. Wir möchten, dass die deutsche Sprache in Wort und Schrift in der Verwaltung ausschließlich so zu nutzen ist, wie sie der „Rat für deutsche Rechtschreibung“ definiert."
Paderborn,CDU,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Eine inklusive Sprache die beiderlei Geschlechter nennt ist begrüßungswert. Formen wie den Genderstern, etc. lehnen wir ab."
Paderborn,DIE LINKE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Gendergerechte Sprache ist ein wichtiger Schritt zu mehr Sichtbarkeit und Gleichberechtigung aller Geschlechter. In offiziellen Dokumenten sollte die Stadt Paderborn mit gutem Beispiel vorangehen: Für eine inklusive Verwaltung, die niemanden unsichtbar macht. Das ist nicht nur ein Zeichen des Respekts, sondern Ausdruck eines modernen und gerechten Miteinanders."
Paderborn,Die PARTEI,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Unser Stickermotiv ""Wir gendern euch alle!"" erfreut sich bereits seit einiger Zeit einer großen Beliebtheit. Die Verwendung von gendergerechter Sprache auch in offiziellen Dokumenten ist somit nur folgerichtig."
Paderborn,GRÜNE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Wir GRÜNE setzen uns dafür ein, dass Gleichstellung von Frauen und Männern ein durchgängiges Leitprinzip in allen Aufgabenbereichen der Stadt Paderborn ist. Alle politischen Vorhaben müssen im Hinblick auf ihre unterschiedlichen Auswirkungen auf alle Geschlechter bewertet werden Dabei setzen wir uns für eine geschlechtersensible und diskriminierungsfreie Kommunikation in Politik und Verwaltung ein."
Münster,VOLT,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,
Münster,GRÜNE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Sprache prägt unser Denken – und eine gendergerechte Sprache macht sichtbar, dass alle Menschen gemeint sind. Wir GRÜNE Münster setzen uns dafür ein, dass in allen offiziellen Dokumenten der Stadt eine inklusive und diskriminierungsfreie Sprache verwendet wird. Das ist ein wichtiger Beitrag zu Gleichstellung, Anerkennung und Sichtbarkeit aller Geschlechter. Eine moderne Verwaltung sollte hier Vorbild sein und zeigen, dass sie die Vielfalt der Stadtgesellschaft anerkennt und wertschätzt."
Münster,Die PARTEI,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,Gendern ist kleinlich. Wir schaffen die menschliche Sprache als Kommunikationsmittel in der Verwaltung ab. Sie wird ersetzt durch ein System aus interpretativem Tanz und Vogellauten. Das ist wirklich diskriminierungsfrei und fördert zudem die Kultur.
Münster,DIE LINKE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Die Linke Münster fordert, die geschlechtsneutrale Schriftsprache in allen offiziellen Dokumenten konsequent auszubauen. Dies ist ein wichtiger Schritt, um Münster zu einer Stadt zu machen, in der sich alle Menschen – unabhängig von ihrem Geschlecht – sicher fühlen und frei entfalten können."
Münster,FDP,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Wichtig sind in erster Linie Verständlichkeit und Übersichtlichkeit, also eine leichte Sprache, die niemanden ausschließt. Geschlechtersensible Sprache muss im Zweifel dahinter zurückstehen. Im Übrigen ist die Stadt Münster an Recht und Gesetz gebunden. Daher ist die Rechtschreibung in der jeweils aktuellen Fassung anzuwenden."
Münster,AfD,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Aus allen Umfragen geht hervor, dass die Gender-Kunstsprache von der überwiegenden Mehrheit der Bevölkerung abgelehnt wird."
Münster,SPD,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,Die SPD bekennt sich zur Gleichstellungspolitik und fordert eine geschlechtergerechte Sprache und Sichtbarkeit im öffentlichen Raum.
Münster,CDU,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,
Köln,FDP,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",50,"Unser Ziel ist es sicherzustellen, dass die Menschen in Köln sich frei entfalten und sie selbst sein können. Dazu gehört auch die Verbesserung der Situation von transsexuellen, transgender und intergeschlechtlichen Menschen, beispielsweise durch geschlechtergerechte Formulare in allen städtischen Einrichtungen. Ein verpflichtende Einführung in allen Dokumenten der Stadt lehnen wir aus bürokratischen Gründen ab."
Köln,DIE LINKE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Patriarchalische Herrschaftsstrukturen sind in unserer Gesellschaft keineswegs beseitigt. Von einer tatsächlichen Gleichberechtigung der Geschlechter sind wir weit entfernt. In Zeiten, in denen rechte Kräfte erstarken, ist eine feministische Politik notwendiger denn je. Eine gendergerechte Sprache drückt schlicht aus, dass Männer nicht allein das Sagen haben sollten."
Köln,Die PARTEI,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",75,"Geschlechtsbestimmende Artikel und Wortendungen gehören abgeschafft. Das spart Zeit und Tinte. Beispiele: ""D' Bäcke backt Brötchen für d' Bundeskanzle. // In d' Schule lernen d' Schüle d' Alphabet. // D' Kölner Rat entscheidet über wichtige Dinge. // D' PARTEI hat immer recht."""
Köln,VOLT,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Volt Köln setzt sich für eine konsequente Umsetzung von Gender Mainstreaming ein, um sicherzustellen, dass politische Entscheidungen und Maßnahmen geschlechtergerecht gestaltet und strukturelle Benachteiligungen abgebaut werden. Dazu gehört die Anwendung von gendergerechter Sprache in offiziellen Dokumenten der Stadt."
Köln,GRÜNE,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",100,"Offizielle Dokumente sollten in gendergerechter Sprache verfasst werden, damit sich alle Personen angesprochen fühlen."
Köln,CDU,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",50,"Die konsequente Nutzung gendergerechter Sprache in allen offiziellen Dokumenten könnte den Verwaltungsaufwand erhöhen und die Lesbarkeit erschweren, ohne dass dies zwangsläufig zu mehr Gleichstellung führt. Dies muss gut abgewogen werden."
Köln,AfD,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Die Amtssprache ist Deutsch und in offiziellen Dokumenten grammatikalisch korrekt anzuwenden. Gendersprache ist grammatikalisch unzutreffend, weshalb ihre Anwendung ausgeschlossen ist. Außerdem sollen Texte leserlich und gut zu versehen sein/bleiben - die Gendersprache verhindert dies."
Köln,BSW,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",0,"Eine sinnvolle Einbeziehung männlicher und weiblicher bzw. neutraler Formen befürworten wir, jedoch nicht die vorgeschriebene Nutzung von Gendersternchen u.ä. Für eine tatsächliche Gleichberechtigung halten wir beispielsweise gleichen Lohn für gleiche Arbeit für wesentlich wichtiger als komplizierte Sprachregelungen."
Köln,SPD,bridge_07,"BETEILIGUNG, DEMOKRATIE & GLEICHSTELLUNG",1,Genderstern,"Es ist wichtig, dass in allen offiziellen Dokumenten in {location} gendergerechte Sprache genutzt wird.",75,
Duisburg,FDP,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",25,"Duisburg kommt an seine Grenzen bei der Aufnahme von Flüchtlingen, hier sind Bund und Land gefordert eindeutige Lösungen zu finden. Prinzipiell gilt für uns, dass jeder willkommen ist, der jeden anderen auch akzeptiert unabhängig von seiner Herkunft. Gegner dieser Maxime wiedersprechen wir eindeutig. Wir bekenn uns zu unserer humanitären Verpflichtung für Menschen die tatsächlich von Krieg und Verfolgung betroffen sind."
Duisburg,CDU,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",25,
Duisburg,AfD,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",0,"Die AfD steht einer weiteren Aufnahme von Geflüchteten grundsätzlich kritisch bis ablehnend gegenüber. Wir fordern eine strengere Asyl- und Migrationspolitik, klare Begrenzungen und eine Priorisierung der Integration der bereits hier Lebenden. Eine zusätzliche Aufnahme über die bestehenden Kontingente hinaus lehnen wir klar ab, da dies eine weitere Belastung für Kommunen und Sozialsysteme wäre. Wir fordern verstärkte Grenzkontrollen und eine konsequente Rückführung von abgelehnten Asylbewerbern."
Duisburg,VOLT,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",25,"Humanitäre Verantwortung und erfolgreiche Integration gehören für Volt zusammen. Duisburg muss Kapazitäten realistisch planen und ausbauen, damit Sprachkurse, Wohnraum und Bildung für Geflüchtete tragfähig bleiben. Best-Practice-Beispiele wie Integrationszentren in Köln zeigen, wie nachhaltige Integration gelingt. Da Duisburg aktuell weniger Geflüchtete aufnimmt als vorgesehen, fordert Volt, Integration stärker zur kommunalen Priorität zu machen."
Duisburg,GRÜNE,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",75,"Wir GRÜNE stehen für Humanität und Verantwortung – auch auf kommunaler Ebene. Deshalb begrüßen wir es grundsätzlich, wenn Duisburg bereit ist, zusätzliche Geflüchtete aufzunehmen, vor allem in humanitären Notlagen oder bei besonderen Härten. Eine solche Entscheidung muss immer gut vorbereitet sein – mit Blick auf Wohnraum, Integration, Bildung und soziale Infrastruktur. Unser Ziel ist eine Aufnahme, die den Schutzsuchenden als auch der Stadtgesellschaft gerecht wird."
Duisburg,SPD,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",50,Duisburg nimmt seine Verpflichtungen zur Aufnahme von Geflüchteten im Rahmen der Gesetze wahr.
Duisburg,DIE LINKE,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",100,"Duisburg ist sicherer Hafen und soll es auch bleiben. Die Integration muss weiter gefördert werden, um auch als Chance gesehen zu werden."
Duisburg,BSW,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",50,"Das Asylrecht ist aus gutem Grund ein grundgesetzlich verankertes Recht. Gleichwohl entstehen durch die Konzentration von Zugewanderten sowie sozial benachteiligte Menschen in bestimmten Stadtteilen Konflikte und Benachteiligungen für jeweiligen Bewohnerinnen und Bewohner. Von daher ist es wichtig, die Zuwanderung zu begrenzen und die zuziehenden Menschen gleichmäßig über die Stadt zu verteilen."
Oberhausen,CDU,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",0,"Die CDU Oberhausen lehnt die zusätzliche Aufnahme Geflüchteter ab. Oberhausen erfüllt die sog. FlüAG-Quote zu 126 % und liegt damit deutlich über dem gesetzlich notwendigen Kontingent. In Zeiten knapper Ressourcen ist es entscheidend, dass die Stadt ihre Integrationsfähigkeit nicht überfordert. Die CDU steht für Hilfe mit Maß und Ordnung, nicht für zusätzliche Verpflichtungen auf kommunaler Ebene."
Oberhausen,DIE LINKE,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",100,"Asyl ist ein international verbrieftes Menschenrecht. Die Linke spricht sich dafür aus, dass Menschen aus Kriegsgebieten umfassender Schutz gewährt wird. Dies ist ein Gebot der Humanität, Oberhausen soll ""Sicherer Hafen"" werden. Dabei muss die Stadt dafür sorgen, dass alle Menschen in unserer Stadt versorgt sind (Soziale Angebote, Kita & Schule, Wohnraum,...), unabhängig davon, wielange sie in Oberhausn leben. Dies ist eine zentrale kommunale Aufgabe, der bisher mangelhaft nachgekommen wird."
Oberhausen,SPD,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",50,"Hilfe für Geflüchtete ist ein humanitärer Grundwert und gehört zum sozialdemokratischen Selbstverständnis. Oberhausen hat in der Vergangenheit stets überproportional zur Aufnahme beigetragen und die bundesweit vereinbarten Quoten regelmäßig übererfüllt. Aufnahmen müssen jedoch mit Blick auf die örtlichen Kapazitäten in Unterbringung, Integration und Betreuung verantwortungsvoll abgewogen werden. Es braucht eine solidarische Verteilung innerhalb Deutschlands."
Oberhausen,FDP,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",0,"Wir lehnen eine Aufnahme von mehr Geflüchteten ab, als durch die reguläre Verteilung vorgesehen, da dies unsere bereits angespannten Finanzen zusätzlich belasten würde und wir uns für solide Haushalte und die Vermeidung neuer Schulden einsetzen. Wir fordern stattdessen, dass das Land und der Bund ihrer Verantwortung nachkommen, die ungeordnete Einwanderung effektiv zu beenden und die Kommunen bei der Unterbringung und Integration der bereits zugewiesenen Menschen angemessen unterstützen."
Oberhausen,Die PARTEI,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",50,"Tauschen 1 AFDler gegen 1 Geflüchteten. Neutral, weil wir in Deutschland Traditionen haben. Zum Beispiel: Menschen erstmal nicht helfen, dann schuldig gucken und dann ein Mahnmal bauen, um zu sagen nächstes mal machen wir es besser."
Oberhausen,GRÜNE,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",50,"Oberhausen hat in den letzten Jahren deutlich mehr Menschen aufgenommen und versorgt als es gemusst hätte. Wir sind eine solidarische Stadt. Gleichzeitig stellen mehr Menschen die Kommune vor große Herausforderungen, was Schul- und Kita-Plätze angeht, weshalb eine gerechte Verteilung von Schutzsuchenden auf lange Sicht wichtig ist."
Oberhausen,BSW,bridge_09,MIGRATION & INTEGRATION,1,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",0,
Bochum,CDU,bridge_09,MIGRATION & INTEGRATION,NA,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",0,"Der seriöse Umgang mit Flucht und Migration ist eine Aufgabe von Bund, Ländern und Kommunen. Verfolgten Asylsuchenden muss Schutz gewährt werden, und die Integration von Menschen, die zu uns kommen und hier bleiben, steht ganz oben auf der Tagesordnung. Man darf aber die Augen nicht davor verschließen, dass viele Gemeinden an die Grenzen ihrer Belastbarkeit stoßen. Pauschal die Aufnahme zusätzlicher Geflüchteter zu fordern, ist nicht zielführend. Bochum ist sich seiner Verantwortung bewusst."
Bochum,SPD,bridge_09,MIGRATION & INTEGRATION,NA,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",75,Wir begegnen dem Thema Flucht auf allen Ebenen verantwortungsvoll mit Humanität und Ordnung. Die Verteilung von geflüchteten Menschen erfolgt auf Basis des sogenannten Königsteiner Schlüssels. Hierüber bekommt Bochum eine bestimmte Anzahl schutzsuchender Menschen zugewiesen. Ein wichtiger Bestandteil ist die Integration von geflüchteten Menschen in die Gesellschaft.
Bochum,Die PARTEI,bridge_09,MIGRATION & INTEGRATION,NA,Flüchtlingsaufnahme,"{location} soll (zusätzliche Geflüchtete)[Auf die Zuteilung von Geflüchteten haben Kommunen keinen direkten Einfluss. Sie können aber z. B. über die Initiative ""Städte Sicherer Häfen"" zusätzlich Menschen aufnehmen.] aufnehmen.",100,"Wir sind für einen Ausreisestopp, wollen niemanden rauslassen und Fluchtursachen verbieten. Bochum braucht euch!"
